"truth_question_id` bigint NOT NULL","truth_question_parent_id` bigint","actor_id` bigint NOT NULL DEFAULT 0","qtype` varchar(50) NOT NULL DEFAULT 'unknown'","status` varchar(64) NOT NULL DEFAULT 'active'","sort_num` int NOT NULL DEFAULT 0","slug` varchar(255) NOT NULL","question_text` text NOT NULL","format` varchar(64) NOT NULL DEFAULT 'text'","format_override` varchar(50)","view_count` bigint NOT NULL DEFAULT 0","likes_count` bigint NOT NULL DEFAULT 0","shares_count` bigint NOT NULL DEFAULT 0","answer_count` bigint NOT NULL DEFAULT 0","last_activity_ymdhis` bigint","is_featured` tinyint NOT NULL DEFAULT 0","is_verified` tinyint NOT NULL DEFAULT 0","created_ymdhis` bigint NOT NULL DEFAULT 0","updated_ymdhis` bigint NOT NULL","is_deleted` tinyint NOT NULL DEFAULT 0","deleted_ymdhis` bigint","default_collection_id` bigint NOT NULL DEFAULT 0"
"truth_question_id` bigint NOT NULL:BIGINT|NOT_NULL","truth_question_parent_id` bigint:BIGINT|NULL","actor_id` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0","qtype` varchar(50) NOT NULL DEFAULT 'unknown':VARCHAR(50)|NOT_NULL|DEFAULT:'unknown'","status` varchar(64) NOT NULL DEFAULT 'active':VARCHAR(64)|NOT_NULL|DEFAULT:'active'","sort_num` int NOT NULL DEFAULT 0:INT|NOT_NULL|DEFAULT:0","slug` varchar(255) NOT NULL:VARCHAR(255)|NOT_NULL","question_text` text NOT NULL:TEXT|NOT_NULL","format` varchar(64) NOT NULL DEFAULT 'text':VARCHAR(64)|NOT_NULL|DEFAULT:'text'","format_override` varchar(50):VARCHAR(50)|NULL","view_count` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0","likes_count` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0","shares_count` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0","answer_count` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0","last_activity_ymdhis` bigint:BIGINT|NULL","is_featured` tinyint NOT NULL DEFAULT 0:INT|NOT_NULL|DEFAULT:0","is_verified` tinyint NOT NULL DEFAULT 0:INT|NOT_NULL|DEFAULT:0","created_ymdhis` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0","updated_ymdhis` bigint NOT NULL:BIGINT|NOT_NULL","is_deleted` tinyint NOT NULL DEFAULT 0:INT|NOT_NULL|DEFAULT:0","deleted_ymdhis` bigint:BIGINT|NULL","default_collection_id` bigint NOT NULL DEFAULT 0:BIGINT|NOT_NULL|DEFAULT:0"
2,,0,unknown,active,0,qa-2,"who is Captain wolfie",text,,0,0,0,0,,0,0,20250101000000,20250101000000,0,,0
